flow_rate_lps,pressure_bar,ph_level,turbidity_ntu,chlorine_ppm,conductivity_us,water_temp_c,anomaly
50.17,3.97,6.84,2.65,1.36,435.7,16.3,0
45.3,4.31,7.3,1.95,1.53,504.6,20.8,0
54.18,4.55,7.17,2.08,1.06,503.3,20.4,0
46.51,3.65,7.33,2.01,1.18,523.6,14.6,0
14.44,1.3,7.3,6.1,1.4,358.2,10.7,1
48.59,4.04,7.48,4.69,1.39,483.6,19.0,0
44.86,4.42,7.38,1.92,1.74,381.6,20.1,0
49.75,3.65,7.37,0.84,1.05,399.5,15.9,0
45.7,4.79,7.37,4.02,1.58,358.2,18.8,0
53.53,3.84,7.56,1.01,1.61,499.3,19.6,0
50.56,4.82,6.87,3.41,1.53,396.7,16.8,0
54.67,6.51,7.09,2.3,1.89,389.9,20.0,1
48.67,4.29,7.45,1.47,1.57,436.6,18.4,0
46.68,7.55,7.33,0.1,1.65,448.2,14.5,1
37.12,4.41,7.76,1.08,1.25,513.0,12.9,0
50.29,4.54,6.9,1.18,1.8,500.8,15.8,0
51.97,5.07,6.85,0.87,1.79,322.0,14.7,0
12.44,3.06,6.83,0.72,0.57,432.7,16.6,1
35.3,4.85,7.62,0.24,1.52,458.8,18.7,0
38.41,4.6,6.97,2.03,1.53,460.3,13.1,0
45.27,4.5,7.38,0.33,1.25,412.7,20.9,0
37.35,5.29,7.17,3.29,1.75,482.3,7.5,0
36.38,4.46,7.47,0.81,1.35,471.3,15.5,0
40.38,4.71,7.56,0.1,1.81,436.0,12.1,0
43.39,4.31,6.84,0.29,1.67,407.3,18.4,0
33.31,5.13,7.07,3.41,0.98,456.2,18.8,0
44.77,4.34,7.31,1.3,1.44,548.6,13.7,0
39.13,5.02,6.98,0.36,1.06,416.0,15.3,0
32.83,4.78,7.33,0.29,1.8,501.0,14.4,0
43.9,4.81,7.0,1.94,1.22,471.1,18.0,0
41.26,4.27,7.63,2.1,1.34,477.8,17.5,0
41.48,5.06,7.67,0.1,1.76,478.7,16.8,0
45.68,3.7,7.07,0.68,1.19,488.1,19.0,0
50.53,5.57,7.49,0.36,1.05,351.6,22.7,0
44.77,4.28,7.51,1.4,1.38,361.3,18.6,0
47.48,3.92,7.43,0.23,1.99,466.1,21.1,0
47.04,5.52,6.84,1.96,1.28,406.2,20.1,0
53.71,3.7,7.36,1.24,1.21,382.0,20.5,0
44.93,4.65,7.39,2.27,1.09,479.7,13.7,0
42.8,3.4,7.12,1.08,1.52,436.5,22.1,0
41.79,4.9,7.5,0.36,1.46,413.6,19.2,0
46.83,3.76,7.0,1.76,1.2,550.6,14.1,0
36.54,4.84,7.41,1.2,1.29,317.4,24.9,0
43.99,5.22,6.69,0.1,1.42,439.5,14.5,0
51.86,4.66,7.26,0.65,1.6,482.8,9.3,0
48.95,4.92,7.45,0.74,1.26,446.3,15.4,0
46.63,7.36,7.53,0.31,1.65,462.2,17.9,1
47.63,4.97,7.23,1.03,1.35,461.4,13.0,0
46.75,4.27,7.09,1.99,1.56,439.4,13.3,0
46.05,5.28,7.26,0.1,1.52,443.9,18.8,0
45.3,5.14,7.72,7.5,1.98,361.3,14.8,0
44.09,5.06,7.93,9.38,1.56,440.5,19.6,0
32.86,4.85,6.96,1.49,1.6,430.0,23.0,0
39.33,3.58,8.11,0.22,1.8,435.1,23.5,0
52.91,4.02,6.8,0.85,1.52,400.0,24.9,0
49.34,3.75,7.06,0.26,1.06,502.5,11.5,0
40.23,4.95,7.17,6.52,1.86,543.9,10.0,0
34.3,4.43,7.02,0.51,1.6,482.1,22.0,0
56.9,4.33,7.49,0.54,1.54,434.1,18.5,0
33.67,4.43,7.21,1.32,0.94,470.5,25.9,0
45.65,4.79,6.75,0.46,1.65,405.4,20.1,0
47.53,4.56,7.38,2.33,1.52,409.9,9.3,0
49.72,4.64,7.32,6.03,1.7,524.5,15.8,0
47.81,4.14,7.51,0.15,1.59,511.7,13.1,0
48.76,4.23,7.55,1.96,1.35,447.7,20.7,0
45.3,3.72,7.15,0.35,1.79,444.4,12.5,0
46.09,5.09,7.26,1.15,1.45,411.3,12.8,0
44.08,4.68,7.14,0.4,2.03,515.7,13.1,0
38.15,4.37,6.89,1.36,0.84,372.0,19.9,0
48.82,4.21,6.92,1.85,1.43,452.5,16.2,0
45.82,4.07,7.36,1.71,1.91,436.4,21.6,0
40.38,4.46,7.02,1.77,1.92,503.9,17.7,0
52.26,4.44,7.16,2.32,1.51,405.7,22.6,0
44.92,5.07,7.29,0.9,1.3,360.8,15.7,0
34.87,4.6,7.03,0.54,1.51,493.0,17.5,0
44.03,4.55,7.04,2.16,1.15,482.5,28.8,0
45.54,5.01,7.65,0.1,1.8,505.2,19.7,0
44.88,4.6,7.12,0.23,1.71,385.2,21.0,0
44.58,4.13,6.11,16.43,0.36,443.9,21.0,1
45.78,11.72,7.44,1.46,1.23,459.3,14.7,1
43.61,5.12,7.38,6.4,1.58,446.1,22.1,0
43.78,3.9,6.92,0.59,1.91,447.0,11.9,0
43.57,4.3,7.0,1.98,1.32,398.4,24.7,0
49.25,4.38,7.41,1.44,1.71,418.0,23.5,0
37.7,4.23,6.7,7.27,1.38,553.4,19.9,0
44.32,3.9,7.24,4.12,1.74,411.5,17.6,0
46.65,4.34,7.02,2.32,1.76,434.4,12.8,0
49.11,4.8,7.47,0.21,1.73,435.2,14.8,0
47.71,4.54,7.27,2.85,1.91,461.8,22.4,0
48.73,4.51,7.41,0.1,1.4,482.3,18.1,0
43.66,3.89,6.94,1.24,1.52,493.9,17.2,0
39.59,4.88,7.61,2.09,1.37,516.9,9.6,0
42.07,12.78,6.76,0.88,1.87,375.5,9.9,1
39.25,5.06,7.18,1.5,1.87,495.7,14.4,0
41.91,4.85,7.37,1.35,1.77,512.6,12.9,0
43.1,3.42,7.18,1.06,1.88,461.6,17.9,0
46.04,4.08,6.91,0.47,1.63,457.4,14.4,0
48.71,3.78,7.37,1.62,1.73,440.4,13.3,0
42.1,4.63,7.23,0.83,1.46,433.9,25.9,0
48.1,4.36,7.06,0.3,1.56,540.7,23.2,0
47.83,5.72,7.3,0.1,1.36,424.0,18.1,0
42.02,5.12,7.54,4.26,1.6,471.9,23.6,0
35.72,4.45,7.05,0.4,1.05,445.8,18.1,0
49.45,4.71,7.53,2.4,1.49,389.9,22.5,0
41.44,4.68,6.94,0.27,1.92,493.0,18.0,0
30.28,4.78,6.91,1.83,0.98,374.7,17.5,0
39.79,4.51,6.86,0.24,1.9,465.7,14.2,0
42.42,4.84,7.67,1.16,1.71,381.1,19.7,0
48.9,3.8,7.29,3.14,1.54,421.3,19.3,0
36.31,4.97,7.31,0.15,1.31,435.8,23.8,0
48.8,4.12,7.32,2.19,1.52,489.4,19.5,0
36.63,4.38,7.72,1.0,1.83,407.3,19.5,0
54.77,4.6,7.08,0.1,1.86,433.3,19.6,0
51.91,4.06,7.08,0.79,1.12,467.6,17.9,0
5.92,7.66,7.45,0.19,1.27,361.0,19.8,1
57.81,5.55,7.32,0.25,1.35,420.1,19.1,0
4.83,7.69,7.82,1.41,1.07,466.4,16.5,1
39.16,4.44,6.83,0.35,1.66,433.5,12.5,0
39.63,5.08,7.63,1.76,1.6,452.8,18.0,0
47.59,5.02,7.6,0.86,1.32,520.0,12.9,0
43.98,4.22,7.25,1.56,2.0,408.5,14.3,0
47.75,10.71,7.03,1.81,1.32,453.0,18.3,1
36.84,5.5,7.25,0.77,1.62,473.1,25.3,0
42.91,3.99,7.15,0.15,1.43,507.6,19.8,0
47.3,4.12,7.28,0.1,1.44,507.0,20.8,0
52.58,4.74,7.75,1.11,1.84,379.1,17.9,0
41.48,5.63,7.35,8.97,1.6,487.7,18.9,0
46.54,4.66,6.72,0.52,1.11,444.4,15.3,0
42.15,4.18,7.2,0.49,1.68,562.2,22.3,0
53.41,4.42,8.66,30.21,0.3,445.2,15.6,1
50.63,3.42,6.95,1.15,1.45,472.5,19.3,0
54.29,4.96,6.66,0.7,0.91,537.9,21.9,0
49.72,4.41,7.12,4.33,1.25,452.4,9.3,0
46.45,4.0,6.68,0.72,1.34,503.0,21.7,0
35.25,4.49,7.22,0.37,1.09,422.8,19.1,0
44.16,4.34,6.82,1.73,1.02,436.1,16.2,0
39.98,3.97,7.64,4.87,1.53,434.9,11.3,0
53.49,4.33,7.29,1.42,1.27,450.9,19.3,0
40.36,4.43,7.42,0.31,1.32,454.6,20.1,0
48.39,4.07,6.7,0.85,1.23,499.2,9.7,0
44.08,4.16,7.54,0.2,1.37,520.9,18.8,0
48.0,4.57,6.49,0.1,1.56,418.3,21.5,0
37.78,4.44,6.94,2.88,1.86,444.1,20.7,0
38.38,5.66,6.27,13.98,0.23,445.5,16.5,1
49.33,4.2,7.43,0.14,1.76,481.3,10.7,0
45.68,4.37,7.13,3.49,0.98,411.6,19.8,0
43.28,4.3,7.19,0.95,1.33,490.4,17.6,0
40.55,5.11,7.08,1.37,1.49,389.1,22.3,0
49.64,5.27,7.69,0.38,1.5,421.1,11.5,0
40.97,4.33,7.4,2.83,0.99,521.8,10.2,0
44.04,5.28,7.14,1.69,1.62,464.7,21.6,0
48.86,4.36,7.88,0.24,1.44,324.7,14.3,0
41.78,4.75,7.13,0.97,1.26,406.9,16.1,0
44.93,5.18,7.2,0.67,1.19,385.7,24.0,0
45.35,3.73,6.59,0.46,1.57,448.4,16.2,0
40.16,4.11,7.37,0.85,1.94,459.9,16.1,0
37.23,4.67,7.27,0.61,1.68,431.8,15.7,0
43.09,5.41,6.64,3.63,1.48,428.0,18.5,0
46.77,3.58,7.16,3.05,1.59,486.2,19.7,0
42.81,4.01,7.14,2.73,1.77,419.0,21.0,0
47.55,4.71,7.22,2.76,1.74,416.8,21.0,0
47.6,4.28,7.27,0.77,1.5,543.2,17.3,0
43.66,3.89,7.34,0.1,1.11,408.2,17.2,0
42.59,5.13,6.86,1.35,1.78,381.0,17.6,0
48.58,4.09,7.56,3.24,2.07,487.4,22.3,0
41.87,4.18,7.17,2.28,1.29,530.2,18.0,0
47.91,4.77,7.16,0.45,1.39,420.2,16.9,0
47.86,5.12,7.35,0.82,1.21,471.0,18.8,0
11.83,2.02,7.29,3.45,1.54,442.6,23.2,1
46.47,4.82,7.68,0.35,1.81,439.3,11.6,0
47.23,4.18,7.25,0.95,1.29,515.6,16.0,0
37.77,4.42,7.44,0.14,1.73,433.8,11.5,0
45.18,4.56,6.96,1.55,1.2,436.4,19.2,0
48.31,4.0,7.07,2.48,1.27,359.4,15.7,0
50.35,4.77,7.23,3.02,1.97,449.5,25.3,0
45.01,4.42,7.27,0.1,1.51,451.3,13.3,0
42.54,5.4,6.86,3.8,0.92,440.6,12.8,0
40.99,4.11,6.88,3.42,1.39,423.2,17.5,0
42.27,4.2,7.47,5.13,1.62,488.5,14.5,0
37.58,4.09,7.27,0.29,1.27,485.1,13.8,0
42.3,4.74,7.32,0.41,0.89,467.8,20.2,0
42.99,5.41,7.49,3.38,1.85,466.3,15.0,0
45.41,4.46,7.36,1.72,1.0,365.7,16.9,0
45.77,4.42,7.2,0.1,1.11,414.8,23.3,0
53.56,4.12,7.16,1.46,1.64,357.4,13.9,0
41.3,4.39,7.46,1.33,1.01,481.2,16.0,0
41.98,4.61,7.11,2.15,1.75,428.9,24.8,0
44.9,3.96,7.75,2.41,1.5,511.9,15.6,0
36.58,3.57,6.74,0.88,1.04,484.1,17.3,0
22.6,2.78,7.52,3.51,1.29,581.0,20.3,1
46.61,4.35,7.4,2.26,1.59,414.5,20.4,0
41.7,3.97,7.21,2.41,1.5,529.5,27.7,0
39.05,12.54,7.28,0.45,1.39,486.1,23.2,1
37.7,4.78,6.72,0.82,1.74,442.6,18.8,0
53.24,4.83,6.86,0.1,1.5,443.0,16.3,0
42.98,4.93,7.38,0.25,1.73,471.4,17.8,0
43.37,4.83,6.55,0.17,0.58,489.4,23.0,0
47.84,3.88,8.6,26.16,0.23,427.9,14.8,1
31.01,3.74,7.11,0.64,1.28,443.9,13.8,0
44.21,5.02,7.85,1.39,1.71,433.5,16.8,0
45.45,4.78,7.44,3.92,1.51,445.1,18.2,0
45.45,5.63,7.32,0.1,1.11,550.1,18.9,0
37.86,4.27,7.58,4.71,1.21,521.6,17.1,0
44.07,4.15,7.22,3.57,1.28,465.3,20.1,0
49.16,4.82,7.54,0.41,1.67,335.7,18.8,0
47.66,9.21,6.82,1.19,1.24,485.7,16.2,1
48.2,4.39,7.18,0.21,1.61,513.2,13.6,0
41.84,5.07,7.31,2.53,1.83,483.1,18.5,0
52.06,4.75,7.15,0.1,1.39,421.4,17.9,0
46.98,4.56,7.42,0.2,1.99,415.5,14.4,0
38.38,5.0,6.56,0.51,0.85,441.4,11.8,0
48.3,4.49,7.6,1.24,1.87,498.2,20.5,0
47.36,5.4,7.0,0.5,1.58,489.0,18.6,0
53.24,4.1,6.72,1.05,1.18,519.8,18.5,0
42.01,4.21,7.46,0.45,1.27,340.3,21.3,0
50.52,4.9,7.18,0.45,1.68,390.5,8.4,0
35.48,4.47,6.97,0.27,1.24,473.7,12.2,0
44.77,4.55,7.32,4.67,1.68,423.7,17.8,0
38.51,3.9,7.5,1.84,1.38,412.5,18.1,0
53.83,5.13,8.08,22.41,0.37,398.8,16.5,1
32.2,4.53,7.6,1.3,1.64,529.7,17.4,0
49.69,4.45,6.89,3.07,1.68,452.3,20.2,0
46.8,5.26,7.41,0.87,1.64,368.8,19.2,0
45.88,4.6,7.35,2.34,1.71,412.6,23.9,0
39.04,4.22,7.5,0.76,1.83,438.5,19.9,0
33.2,3.93,7.44,2.38,1.44,495.0,25.2,0
47.4,4.34,7.72,0.53,1.62,511.7,15.3,0
46.74,5.29,6.96,6.07,1.48,330.8,16.3,0
49.1,4.78,7.05,0.23,1.92,426.4,15.6,0
38.47,5.61,6.81,1.01,1.25,418.5,19.5,0
10.3,7.39,7.11,2.24,1.68,378.9,20.6,1
43.39,5.39,7.36,0.24,2.01,476.2,21.4,0
47.23,8.8,6.86,0.55,1.75,402.5,16.1,1
41.69,4.43,7.13,0.55,1.47,518.0,12.9,0
46.94,3.85,6.89,0.35,2.0,474.5,12.8,0
46.38,4.72,7.21,0.72,0.92,364.7,16.3,0
47.74,4.72,7.03,3.92,1.55,480.6,16.5,0
43.44,4.35,7.21,4.95,2.03,419.1,14.9,0
37.03,4.39,7.19,3.41,1.35,499.5,12.5,0
6.1,9.8,6.81,1.6,1.24,458.7,10.8,1
47.97,4.57,6.99,0.37,1.55,460.2,18.4,0
51.52,5.6,7.15,2.34,1.43,411.6,16.8,0
45.52,4.19,7.21,0.1,1.47,403.8,15.0,0
53.09,4.91,7.57,0.83,1.37,416.4,18.3,0
41.38,4.89,7.39,1.25,1.39,411.1,22.5,0
50.97,3.77,7.02,0.1,1.46,338.4,14.1,0
44.97,4.78,7.2,2.59,1.43,507.6,21.5,0
48.59,4.27,7.09,0.93,0.93,551.0,21.8,0
40.04,4.83,6.87,0.87,2.09,457.6,20.4,0
52.18,4.66,7.39,2.27,1.22,333.1,24.5,0
43.05,4.55,7.09,1.52,1.35,443.9,16.9,0
50.28,5.46,7.34,0.25,1.25,480.7,22.8,0
46.83,4.94,6.87,3.77,1.44,402.0,14.8,0
41.28,4.23,6.69,1.82,1.28,421.0,19.8,0
4.45,7.84,6.95,6.12,1.42,475.7,14.4,1
39.57,4.82,7.16,1.9,1.52,432.6,22.6,0
48.24,5.38,6.45,0.38,1.5,473.4,15.0,0
47.1,4.48,7.24,2.47,1.53,467.4,18.1,0
43.81,4.59,7.17,0.43,1.65,421.4,21.7,0
40.85,5.33,6.66,1.64,1.74,408.7,17.1,0
53.22,3.02,8.1,0.1,1.74,468.3,18.9,0
42.61,4.4,7.04,1.68,1.43,467.6,15.2,0
41.41,5.31,7.13,0.28,1.1,461.9,24.2,0
14.8,1.77,7.12,0.23,1.74,409.1,6.3,1
49.08,4.32,6.84,20.24,0.19,469.4,13.9,1
47.86,3.87,7.95,0.53,1.41,463.3,21.4,0
52.31,5.21,7.16,1.01,1.38,472.4,19.6,0
49.83,4.78,7.61,1.54,1.96,556.6,11.2,0
41.04,5.23,6.79,0.22,1.14,487.4,15.6,0
48.6,4.3,7.02,2.44,1.42,520.0,16.8,0
47.91,4.81,7.01,0.19,2.13,498.1,21.9,0
38.4,4.32,7.02,0.3,1.57,409.6,15.3,0
44.22,4.42,7.55,0.78,1.73,479.8,18.2,0
49.59,4.09,7.01,1.81,1.01,447.5,24.6,0
47.14,4.5,7.38,0.38,1.29,400.1,17.0,0
43.54,3.98,7.07,2.19,2.01,491.8,15.6,0
49.72,4.15,6.99,1.79,2.02,450.9,21.1,0
44.72,4.97,6.67,0.51,1.21,417.3,11.3,0
39.26,5.0,7.32,0.63,1.37,403.8,16.6,0
49.61,4.76,7.24,3.61,1.83,411.9,14.6,0
45.42,5.07,6.79,1.03,2.06,421.2,16.5,0
37.04,4.34,7.43,1.69,1.37,485.5,18.2,0
51.84,3.64,7.25,0.73,1.85,424.1,18.2,0
38.62,5.37,7.04,1.92,1.83,434.4,13.8,0
39.78,4.2,7.05,0.21,1.44,439.0,22.1,0
49.93,4.6,7.61,0.52,1.84,437.5,18.0,0
43.96,3.9,6.64,1.72,1.75,460.4,20.6,0
53.46,4.72,6.75,0.55,1.89,394.7,18.2,0
56.06,4.12,6.99,0.88,1.78,503.5,14.7,0
46.48,5.19,7.35,0.51,0.96,514.9,19.8,0
48.79,4.33,6.71,0.12,1.33,336.6,21.1,0
43.15,4.88,7.5,0.33,1.57,425.1,14.2,0
38.27,4.87,7.11,1.71,1.48,475.6,19.7,0
52.59,4.26,7.47,0.4,1.16,498.5,22.4,0
40.63,5.03,7.33,0.63,1.83,465.3,10.8,0
58.63,4.8,7.33,0.21,1.75,527.0,22.8,0
47.13,4.37,7.17,2.57,1.33,505.3,24.5,0
46.04,4.42,8.37,20.84,0.27,476.0,15.6,1
41.46,4.71,7.33,2.18,1.82,391.0,16.9,0
41.31,4.58,7.17,2.12,2.23,424.6,24.6,0
45.94,3.89,6.97,0.69,1.75,491.6,24.8,0
33.88,5.27,7.28,1.69,1.52,499.4,24.2,0
50.62,4.66,7.05,0.74,1.09,361.9,14.2,0
36.82,4.98,7.31,0.29,1.1,481.4,22.2,0
41.68,4.45,7.14,1.33,1.51,446.2,10.5,0
44.7,4.74,7.07,0.33,1.48,387.4,22.9,0
35.39,4.14,7.38,0.12,1.39,564.2,18.0,0
44.63,8.68,7.4,0.52,1.7,432.2,19.3,1
39.89,4.81,7.38,1.46,1.3,369.6,16.7,0
46.2,5.24,6.62,0.98,1.46,467.8,16.1,0
48.86,4.64,6.7,0.76,1.85,363.7,21.8,0
40.98,4.66,6.82,0.92,1.33,518.3,17.4,0
46.09,4.38,7.12,0.36,1.84,487.4,18.8,0
50.18,4.03,7.58,0.1,0.99,473.7,19.0,0
51.27,4.67,7.52,7.88,1.46,428.0,17.3,0
13.35,1.71,6.86,1.73,1.62,410.9,17.7,1
57.82,5.13,6.77,0.47,1.14,401.5,19.8,0
46.82,3.91,6.89,1.52,2.07,422.6,19.7,0
41.73,3.87,7.49,0.14,1.43,549.6,22.2,0
54.71,5.14,7.6,2.77,1.78,371.2,11.0,0
51.52,4.71,7.44,0.59,1.25,423.9,15.9,0
42.18,4.25,7.11,0.78,1.31,474.6,13.2,0
51.54,4.67,7.16,2.99,1.95,439.7,13.5,0
39.52,4.22,6.66,1.69,1.81,460.3,19.1,0
45.16,5.15,7.42,0.64,1.69,405.9,14.2,0
39.89,4.87,7.34,1.27,1.33,448.5,18.1,0
44.74,4.78,7.15,0.98,0.97,532.6,26.1,0
21.58,1.23,6.81,0.33,1.39,312.9,19.6,1
53.18,5.28,7.15,2.81,1.77,491.6,23.5,0
47.69,3.75,7.0,1.12,1.67,506.3,16.3,0
15.97,1.98,7.29,0.47,1.49,395.8,14.9,1
45.28,5.29,7.79,2.45,1.44,453.1,19.6,0
42.41,4.15,7.44,2.1,1.21,536.4,22.1,0
11.81,1.63,7.43,4.28,1.48,353.3,17.0,1
48.25,4.3,6.88,0.81,1.2,441.0,13.9,0
35.38,4.61,7.34,1.56,1.56,384.6,14.4,0
49.53,4.23,6.96,0.1,1.01,596.8,14.2,0
39.03,11.85,7.67,1.43,1.14,389.8,15.2,1
52.36,4.36,7.1,0.72,1.49,381.5,19.1,0
43.67,3.84,7.18,1.04,1.51,456.6,20.5,0
37.34,4.8,6.95,2.15,1.77,403.4,17.6,0
39.07,4.46,7.28,0.31,1.66,481.2,18.3,0
47.5,5.35,7.34,2.1,1.24,375.3,26.6,0
31.65,4.92,7.35,1.4,2.03,438.6,15.5,0
41.8,4.17,6.33,18.52,0.17,567.8,13.9,1
41.85,5.47,7.31,0.26,1.42,397.3,13.5,0
34.83,4.04,7.74,0.1,1.42,457.8,15.2,0
34.39,4.48,7.46,1.08,1.84,422.2,21.5,0
39.51,4.08,7.19,0.55,1.37,389.5,17.4,0
47.41,5.87,7.06,1.09,1.24,455.4,19.5,0
44.65,4.12,7.15,2.09,1.62,419.4,24.4,0
23.83,2.06,7.13,5.27,1.28,501.2,24.5,1
45.93,4.51,6.73,0.48,1.22,417.8,21.8,0
45.86,3.87,7.33,0.45,2.22,411.9,21.7,0
44.3,3.88,7.37,0.96,1.29,479.8,17.3,0
44.6,5.08,6.62,0.24,1.26,470.6,17.6,0
43.31,4.24,7.23,2.79,2.12,466.4,22.7,0
46.05,7.36,7.57,2.47,1.43,461.7,21.8,1
45.23,9.64,6.85,0.1,1.9,460.6,20.2,1
35.61,4.8,7.37,1.75,1.66,488.3,19.9,0
5.82,7.2,7.78,0.95,2.01,471.4,22.2,1
49.38,4.16,7.05,2.59,1.84,415.6,20.0,0
41.61,4.27,7.19,0.27,0.72,355.1,26.2,0
48.74,4.2,6.18,22.31,0.32,370.3,17.8,1
17.22,1.98,7.34,0.52,1.24,445.5,21.0,1
49.72,4.52,7.32,6.18,2.02,472.4,19.2,0
45.78,4.38,7.14,2.46,1.44,417.0,17.2,0
42.85,5.18,7.1,0.47,1.17,381.0,12.9,0
20.16,2.38,7.01,2.39,1.4,462.0,21.6,1
51.75,4.95,7.13,2.03,1.91,412.4,17.0,0
45.61,4.47,7.06,0.1,2.2,456.8,15.1,0
45.96,3.48,7.58,0.78,1.37,432.2,21.4,0
53.06,5.15,7.77,0.34,1.64,414.1,15.2,0
13.58,2.34,7.4,1.26,1.49,404.5,22.6,1
45.04,4.21,7.25,0.76,1.78,534.9,8.2,0
51.69,4.69,7.81,0.1,1.37,500.9,17.2,0
42.75,5.0,7.29,1.17,1.25,422.8,24.0,0
50.05,4.2,6.52,0.1,1.66,470.8,17.3,0
50.21,5.27,7.0,2.19,1.64,480.5,19.4,0
46.1,4.5,7.41,2.64,0.98,439.6,18.0,0
46.55,5.35,7.26,1.48,1.4,526.3,12.0,0
47.0,7.95,7.12,2.42,1.01,490.8,18.3,1
5.92,8.55,7.13,0.86,1.5,421.3,14.7,1
40.69,4.79,7.12,0.16,1.35,420.4,18.3,0
40.87,4.1,6.57,16.55,0.19,510.6,16.2,1
42.41,4.9,7.73,0.18,1.54,357.1,23.5,0
46.0,4.51,7.25,0.43,1.56,433.3,23.1,0
40.57,8.38,7.61,0.1,1.84,524.4,18.7,1
41.03,4.97,6.98,0.39,1.67,409.8,14.9,0
38.91,7.86,7.2,0.16,1.94,444.0,20.0,1
10.79,1.35,7.59,2.72,1.13,428.6,16.9,1
49.55,3.94,7.21,1.01,1.05,476.5,15.2,0
45.35,4.8,7.49,3.34,2.28,420.1,14.5,0
43.11,3.93,7.24,5.57,1.61,424.7,23.8,0
42.22,4.07,7.25,0.65,1.7,595.3,19.0,0
7.62,8.96,7.12,3.51,1.32,469.7,18.7,1
37.53,4.37,7.02,0.4,1.88,431.8,13.8,0
44.63,4.45,6.83,0.48,1.44,431.6,27.9,0
10.78,2.44,7.28,8.31,1.57,439.8,21.1,1
49.47,4.64,6.53,4.51,1.15,469.7,19.1,0
38.17,8.24,7.66,4.68,1.45,391.2,14.8,1
47.1,9.91,7.22,0.29,1.23,484.4,13.3,1
34.33,4.72,7.18,0.22,1.86,544.4,18.8,0
51.21,4.34,6.8,2.46,1.19,431.6,12.0,0
45.41,4.81,6.98,0.86,1.55,462.9,16.7,0
48.03,4.55,6.66,4.8,1.32,403.9,17.6,0
2.46,9.43,7.01,0.1,2.3,432.2,17.2,1
42.03,5.35,7.13,1.37,1.39,434.1,15.3,0
49.25,5.23,6.63,0.85,0.89,466.5,19.7,0
29.53,4.37,7.35,0.36,1.31,426.4,9.8,0
42.32,3.47,7.07,1.36,1.65,477.8,22.6,0
39.75,5.08,7.14,0.14,1.35,437.7,21.2,0
50.19,4.22,6.84,0.23,1.51,420.6,24.4,0
46.44,4.3,7.67,0.8,1.57,483.6,17.8,0
16.1,1.96,7.71,2.68,1.68,344.0,16.2,1
43.36,4.54,5.42,10.48,0.29,357.7,23.0,1
45.15,3.94,6.91,0.43,1.9,410.4,11.7,0
45.83,4.39,7.46,1.81,0.86,299.1,14.6,0
49.68,4.34,7.06,1.32,1.2,464.9,17.2,0
39.48,5.14,6.85,0.19,1.69,501.1,17.5,0
40.7,3.69,7.33,2.38,1.4,565.7,14.8,0
46.9,4.27,7.27,0.23,1.29,441.6,13.2,0
36.38,4.26,7.08,0.54,1.34,457.7,19.6,0
56.47,5.09,7.25,3.23,1.45,497.8,23.8,0
48.1,3.95,7.68,1.33,1.15,486.1,15.5,0
50.45,5.48,7.06,1.2,1.17,484.2,16.4,0
46.23,4.73,7.46,0.18,1.67,353.2,17.8,0
48.54,4.59,7.46,1.54,1.69,518.1,23.3,0
46.49,4.3,6.81,1.26,1.93,535.7,15.7,0
39.66,4.63,7.12,0.57,1.46,483.5,22.3,0
44.33,4.51,7.49,0.18,1.55,467.4,16.9,0
46.92,4.64,6.61,1.22,1.08,503.7,24.4,0
39.25,4.07,7.45,1.24,1.26,551.8,26.1,0
46.21,4.34,6.57,0.19,1.66,424.2,16.4,0
48.68,4.28,7.65,3.89,1.43,452.2,19.4,0
43.92,4.03,7.25,0.96,1.63,486.3,16.4,0
51.06,4.87,7.23,0.66,1.51,416.7,17.2,0
38.19,4.85,7.23,1.3,1.86,493.6,18.6,0
43.32,4.71,7.24,0.56,2.28,507.2,14.3,0
46.92,5.31,7.09,1.33,1.28,428.6,21.2,0
44.18,4.12,6.93,2.14,1.39,480.5,14.5,0
38.02,3.24,7.31,0.83,1.74,372.7,11.8,0
40.73,3.9,7.1,0.69,1.8,414.4,18.5,0
40.67,4.69,7.49,0.18,1.33,473.2,9.7,0
55.38,4.48,7.26,0.43,1.95,376.7,16.7,0
41.5,3.62,6.78,0.67,0.96,479.1,18.3,0
43.84,4.59,7.28,1.54,1.68,490.9,21.1,0
45.96,4.21,7.26,3.63,1.42,438.0,13.6,0
14.68,1.84,6.82,0.4,1.55,487.4,14.0,1
34.91,4.33,7.16,0.88,1.38,466.3,16.3,0
44.67,3.97,7.26,1.87,1.75,504.6,20.3,0
49.18,4.57,7.5,1.93,1.3,587.7,12.3,0
43.63,4.28,7.01,3.57,1.94,538.3,11.6,0
39.83,5.02,7.58,0.89,0.64,439.1,22.9,0
49.49,4.82,7.6,0.9,1.39,464.2,20.6,0
43.13,3.54,7.13,1.07,2.03,448.9,19.3,0
36.32,3.44,6.69,0.65,1.28,392.5,15.2,0
49.19,4.36,7.27,0.66,1.93,404.4,13.8,0
47.74,3.89,6.81,1.21,1.72,463.9,13.3,0
38.64,3.79,7.09,3.37,1.48,413.0,14.9,0
48.05,4.95,7.12,0.54,1.65,407.9,20.7,0
38.03,3.94,7.35,0.38,1.4,506.6,18.0,0
38.08,4.98,7.24,2.09,1.93,445.3,15.3,0
50.71,3.94,7.34,6.27,1.68,493.6,19.1,0
