UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
385,L385,L,300.5,309.3,1247,42.4,234,1,1,0,0,0,0
386,L386,L,299.6,311.1,1698,47.1,157,0,0,0,0,0,0
387,L387,L,303.4,313.2,1457,37.2,166,0,0,0,0,0,0
388,M388,M,300.9,310.7,1579,37.3,195,0,0,0,0,0,0
389,M389,M,298.5,309.4,1516,58.3,119,1,0,0,1,0,0
390,M390,M,298.5,309.5,1649,20.8,122,0,0,0,0,0,0
391,L391,L,297.5,308.9,1631,43.6,53,0,0,0,0,0,0
392,L392,L,300.1,308.4,1369,45.4,22,1,0,1,0,0,0
393,L393,L,298.6,309.8,1758,45.2,7,0,0,0,0,0,0
394,M394,M,300.5,310.1,1647,54.9,100,1,0,0,1,0,0
395,M395,M,300.9,310.6,1767,44.3,215,1,1,0,0,0,0
396,M396,M,301.9,313.3,1538,51.7,213,0,0,0,0,0,0
397,L397,L,299.2,310.1,1507,50.7,149,0,0,0,0,0,0
398,L398,L,301.7,311.0,1763,49.2,88,1,0,0,1,0,0
399,L399,L,299.1,308.5,1439,39.1,101,0,0,0,0,0,0
400,H400,H,296.8,305.6,1618,46.8,93,0,0,0,0,0,0
401,L401,L,301.2,311.2,1073,53.7,215,1,1,0,0,1,0
402,M402,M,300.9,311.1,1230,35.8,128,0,0,0,0,0,0
403,M403,M,296.6,306.0,1502,22.6,24,0,0,0,0,0,0
404,L404,L,301.3,312.6,1464,38.0,58,0,0,0,0,0,0
405,H405,H,300.5,309.3,1607,45.6,106,0,0,0,0,0,0
406,H406,H,298.8,307.9,1487,39.7,67,0,0,0,0,0,0
407,M407,M,294.2,304.2,1518,37.7,123,0,0,0,0,0,0
408,L408,L,300.2,310.8,1299,39.3,222,1,1,0,0,0,0
409,L409,L,298.9,307.3,1769,52.1,63,1,0,0,1,0,0
410,L410,L,299.7,309.5,1487,35.2,142,0,0,0,0,0,0
411,L411,L,300.8,310.9,1375,38.9,221,1,1,0,0,0,0
412,L412,L,301.7,310.3,1432,47.3,115,0,0,0,0,0,0
413,M413,M,300.8,311.0,1538,51.7,153,0,0,0,0,0,0
414,L414,L,299.2,307.7,1754,43.2,99,0,0,0,0,0,0
415,L415,L,299.3,308.9,1657,19.5,98,1,0,0,1,0,0
416,M416,M,302.6,314.9,1537,56.6,63,1,0,0,1,0,0
417,L417,L,301.8,311.8,1353,47.8,135,0,0,0,0,0,0
418,M418,M,300.4,308.7,1442,48.3,72,0,0,0,0,0,0
419,L419,L,302.0,311.8,1774,59.2,217,1,1,0,1,1,0
420,M420,M,298.8,308.6,1491,58.7,225,1,1,0,1,1,0
421,L421,L,298.3,309.9,1732,46.8,216,1,1,0,0,0,0
422,L422,L,301.7,311.6,1589,42.4,152,0,0,0,0,0,0
423,L423,L,298.6,306.7,1380,34.4,138,1,0,1,0,0,0
424,L424,L,299.8,309.0,1547,34.0,156,0,0,0,0,0,0
425,M425,M,301.4,310.4,1428,40.7,75,0,0,0,0,0,0
426,M426,M,299.9,311.4,1104,22.8,30,1,0,0,1,0,0
427,M427,M,304.8,313.2,1501,42.6,191,0,0,0,0,0,0
428,L428,L,299.6,309.1,1391,48.6,133,0,0,0,0,0,0
429,H429,H,305.4,317.2,1537,27.8,223,1,1,0,0,0,0
430,H430,H,299.4,311.3,1719,50.0,179,0,0,0,0,0,0
431,L431,L,301.4,311.5,1649,40.7,235,1,1,0,0,0,0
432,L432,L,303.0,313.7,1441,33.8,114,0,0,0,0,0,0
433,H433,H,298.0,308.0,1333,32.8,42,0,0,0,0,0,0
434,M434,M,297.6,306.8,1494,32.6,31,0,0,0,0,0,0
435,L435,L,300.1,311.3,1481,41.7,105,0,0,0,0,0,0
436,M436,M,302.8,314.0,1578,39.1,190,0,0,0,0,0,0
437,M437,M,299.8,310.7,1930,53.8,116,1,0,0,1,0,0
438,L438,L,302.0,312.0,1869,38.2,218,0,0,0,0,0,0
439,L439,L,295.6,305.1,1599,38.3,62,0,0,0,0,0,0
440,L440,L,302.9,311.8,1348,43.8,100,0,0,0,0,0,0
441,L441,L,298.6,310.3,1425,34.9,97,0,0,0,0,0,0
442,L442,L,301.5,312.4,1632,31.5,111,0,0,0,0,0,0
443,L443,L,297.6,307.4,1651,48.0,20,0,0,0,0,0,0
444,L444,L,301.2,311.5,1439,42.7,147,0,0,0,0,0,0
445,L445,L,299.9,308.6,1572,29.7,155,0,0,0,0,0,0
446,L446,L,300.1,311.4,1561,48.4,184,0,0,0,0,0,0
447,L447,L,299.2,310.5,1254,33.0,3,0,0,0,0,0,0
448,M448,M,300.6,310.3,1549,39.3,106,0,0,0,0,0,0
449,L449,L,298.3,307.7,1854,27.3,203,1,1,0,0,0,0
450,H450,H,299.9,309.8,1273,56.7,156,0,0,0,0,0,0
451,L451,L,299.8,309.9,1677,38.3,1,0,0,0,0,0,0
452,L452,L,297.2,307.6,1653,47.4,174,0,0,0,0,0,0
453,H453,H,297.9,309.7,1551,43.8,79,0,0,0,0,0,0
454,M454,M,296.9,306.7,1380,25.4,146,0,0,0,0,0,0
455,H455,H,301.3,312.1,1365,22.7,147,1,0,0,1,0,0
456,H456,H,304.9,314.1,1737,40.2,232,1,1,0,0,0,0
457,L457,L,299.6,307.7,1697,45.3,239,1,1,0,0,0,0
458,L458,L,302.5,311.2,1832,24.3,132,0,0,0,0,0,0
459,L459,L,303.4,313.2,1564,31.9,129,0,0,0,0,0,0
460,L460,L,298.4,310.9,1370,41.4,55,0,0,0,0,0,0
461,M461,M,298.3,308.6,1363,38.7,105,0,0,0,0,0,0
462,M462,M,302.5,311.7,1713,32.7,105,0,0,0,0,0,0
463,L463,L,300.1,309.5,1514,42.2,1,0,0,0,0,0,0
464,M464,M,301.1,311.4,1521,36.8,190,0,0,0,0,0,0
465,L465,L,297.4,306.9,1265,28.1,24,0,0,0,0,0,0
466,L466,L,297.5,308.0,1578,63.5,144,1,0,0,1,0,0
467,L467,L,298.6,308.5,1574,48.2,200,0,0,0,0,0,0
468,L468,L,301.4,312.4,1632,62.5,75,1,0,0,1,0,0
469,M469,M,301.3,308.8,1546,71.2,141,1,0,0,1,0,0
470,M470,M,299.7,309.4,1587,36.3,199,0,0,0,0,0,0
471,L471,L,299.8,310.1,1649,32.2,34,0,0,0,0,0,0
472,L472,L,300.9,311.8,1597,51.2,147,0,0,0,0,0,0
473,L473,L,299.0,307.3,1614,28.5,220,0,0,0,0,0,0
474,M474,M,298.6,308.9,1283,19.5,140,1,0,0,1,0,0
475,L475,L,300.4,309.8,1608,46.1,72,0,0,0,0,0,0
476,H476,H,300.8,309.6,1353,26.3,87,0,0,0,0,0,0
477,L477,L,298.0,307.5,1614,47.8,48,0,0,0,0,0,0
478,L478,L,298.6,307.6,1608,36.7,212,0,0,0,0,0,0
479,L479,L,300.1,308.3,1344,39.4,150,1,0,1,0,0,0
480,L480,L,299.4,310.5,1396,24.7,194,0,0,0,0,0,0
481,M481,M,302.2,311.3,1251,42.5,35,0,0,0,0,0,0
482,M482,M,300.8,312.1,1829,32.0,225,0,0,0,0,0,0
483,H483,H,299.9,308.3,1900,40.2,99,0,0,0,0,0,0
484,H484,H,300.0,310.1,1458,31.0,45,0,0,0,0,0,0
485,M485,M,297.8,309.4,1581,37.2,156,0,0,0,0,0,0
486,L486,L,297.5,308.0,1579,17.4,123,1,0,0,1,0,0
487,H487,H,297.5,307.5,1434,37.1,173,0,0,0,0,0,0
488,M488,M,301.6,311.5,1574,14.0,210,1,0,0,1,0,0
489,M489,M,296.6,307.7,1617,43.5,201,0,0,0,0,0,0
490,L490,L,303.8,313.4,1725,31.4,220,1,1,0,0,0,0
491,L491,L,300.2,311.1,1564,19.2,225,1,0,0,1,0,0
492,L492,L,297.1,307.0,1202,42.0,89,0,0,0,0,0,0
493,L493,L,298.9,310.2,1582,44.3,239,0,0,0,0,0,0
494,L494,L,299.4,309.1,1369,53.9,23,0,0,0,0,0,0
495,M495,M,302.0,314.1,1760,31.9,16,0,0,0,0,0,0
496,L496,L,303.0,314.5,1596,43.6,219,0,0,0,0,0,0
497,L497,L,301.9,312.8,1295,70.1,164,1,0,0,1,1,0
498,L498,L,301.4,310.2,1693,40.8,215,1,1,0,0,0,0
499,L499,L,299.6,309.7,1745,44.1,41,0,0,0,0,0,0
500,L500,L,302.7,310.7,1510,28.8,218,0,0,0,0,0,0
501,M501,M,302.9,313.8,1254,23.0,43,1,0,0,1,0,0
502,L502,L,296.2,305.3,1705,50.3,67,0,0,0,0,0,0
503,M503,M,299.7,308.5,1590,41.4,128,0,0,0,0,0,0
504,L504,L,300.3,308.6,1408,48.2,127,0,0,0,0,0,0
505,L505,L,299.3,310.3,1269,56.8,164,0,0,0,0,0,0
506,L506,L,298.3,309.5,1659,34.0,92,0,0,0,0,0,0
507,L507,L,300.5,312.5,1570,33.4,105,0,0,0,0,0,0
508,L508,L,300.6,311.1,1480,41.0,129,0,0,0,0,0,0
509,L509,L,299.5,310.1,1337,30.7,85,0,0,0,0,0,0
510,L510,L,299.6,308.0,1544,43.7,134,0,0,0,0,0,0
511,H511,H,299.0,308.9,1454,42.5,52,0,0,0,0,0,0
512,L512,L,302.0,312.7,1655,34.1,41,0,0,0,0,0,0
513,M513,M,300.1,307.8,1385,46.4,181,0,0,0,0,0,0
514,M514,M,297.6,308.1,1358,55.4,134,0,0,0,0,0,0
515,L515,L,295.4,306.3,1444,39.7,125,0,0,0,0,0,0
516,L516,L,297.3,307.0,1264,43.6,37,0,0,0,0,0,0
517,L517,L,298.8,310.5,1498,33.7,81,0,0,0,0,0,0
518,L518,L,301.6,311.8,1588,32.0,87,0,0,0,0,0,0
519,M519,M,300.1,308.7,1459,34.1,187,0,0,0,0,0,0
520,L520,L,302.2,310.9,1730,51.0,43,1,0,0,1,0,0
521,L521,L,301.1,310.9,1292,34.7,130,0,0,0,0,0,0
522,M522,M,299.1,307.6,1764,46.8,194,0,0,0,0,0,0
523,L523,L,300.4,310.6,1696,35.6,175,0,0,0,0,0,0
524,L524,L,298.6,309.8,1661,44.8,110,0,0,0,0,0,0
525,L525,L,296.9,306.7,1574,32.4,79,0,0,0,0,0,0
526,M526,M,297.3,306.3,1950,41.8,159,0,0,0,0,0,0
527,L527,L,301.4,312.2,1469,38.4,5,0,0,0,0,0,0
528,M528,M,302.8,312.0,1728,24.6,233,1,1,0,0,0,0
529,M529,M,300.5,308.3,1488,27.0,92,0,0,0,0,0,0
530,L530,L,303.5,313.6,1507,52.2,49,0,0,0,0,0,0
531,L531,L,302.4,314.1,1534,41.4,238,0,0,0,0,0,0
532,M532,M,300.0,309.3,1457,21.8,128,1,0,0,1,0,0
533,L533,L,302.5,311.9,1776,40.4,14,0,0,0,0,0,0
534,L534,L,300.2,310.9,1001,45.5,35,0,0,0,0,0,0
535,M535,M,296.9,307.0,1509,49.5,226,1,1,0,0,0,0
536,L536,L,300.9,312.0,1321,32.7,16,0,0,0,0,0,0
537,L537,L,296.5,304.8,1377,65.7,155,1,0,1,1,0,0
538,L538,L,300.3,308.7,1791,42.5,220,0,0,0,0,0,0
539,L539,L,298.3,309.5,1185,48.3,204,0,0,0,0,0,0
540,L540,L,299.7,309.7,1682,58.0,8,1,0,0,1,0,0
541,L541,L,301.1,311.0,1721,39.2,179,0,0,0,0,0,0
542,L542,L,302.0,313.6,1310,48.1,66,0,0,0,0,0,0
543,L543,L,302.6,312.7,1409,47.3,87,0,0,0,0,0,0
544,L544,L,300.6,311.1,1550,41.2,40,0,0,0,0,0,0
545,M545,M,298.3,310.2,1480,28.3,56,0,0,0,0,0,0
546,L546,L,296.4,306.4,1300,40.4,75,0,0,0,0,0,0
547,L547,L,301.7,311.0,1376,37.8,35,0,0,0,0,0,0
548,L548,L,304.3,315.0,1400,39.5,226,1,1,0,0,0,0
549,M549,M,300.7,310.2,1772,31.7,38,0,0,0,0,0,0
550,H550,H,297.8,310.2,1531,54.2,19,0,0,0,0,0,0
551,H551,H,302.1,311.8,1437,49.0,83,0,0,0,0,0,0
552,L552,L,304.9,316.1,1452,45.9,106,0,0,0,0,0,0
553,L553,L,300.2,309.3,1518,47.6,87,0,0,0,0,0,0
554,L554,L,301.4,310.4,1417,35.1,238,0,0,0,0,0,0
555,H555,H,297.3,307.1,1660,34.8,129,0,0,0,0,0,0
556,H556,H,300.5,308.8,1678,32.3,124,0,0,0,0,0,0
557,L557,L,299.0,308.9,1761,38.9,123,0,0,0,0,0,0
558,M558,M,300.4,310.2,1551,29.8,219,1,1,0,0,0,0
559,M559,M,299.0,310.3,1687,43.9,17,0,0,0,0,0,0
560,M560,M,301.0,309.9,1547,41.6,132,0,0,0,0,0,0
561,L561,L,301.9,311.3,1324,24.9,143,1,0,0,1,0,0
562,L562,L,301.1,311.2,1665,49.7,235,1,0,0,0,1,0
563,L563,L,298.3,308.9,1610,37.9,85,0,0,0,0,0,0
564,L564,L,297.2,307.6,1757,34.8,211,0,0,0,0,0,0
565,M565,M,296.5,307.1,1300,36.9,145,0,0,0,0,0,0
566,M566,M,295.9,307.5,1496,53.7,239,1,0,0,0,1,0
567,M567,M,301.3,310.9,1496,41.9,232,0,0,0,0,0,0
568,L568,L,298.8,307.8,1561,44.6,94,0,0,0,0,0,0
569,M569,M,299.6,309.4,1474,33.4,189,0,0,0,0,0,0
570,L570,L,299.1,307.9,1370,35.7,103,0,0,0,0,0,0
571,L571,L,300.0,308.3,1431,40.1,101,0,0,0,0,0,0
572,L572,L,303.2,312.7,1629,42.9,16,0,0,0,0,0,0
573,L573,L,296.8,307.0,1584,55.8,144,1,0,0,1,0,0
574,M574,M,303.0,311.9,1419,19.6,192,1,0,0,1,0,0
575,M575,M,297.6,306.3,1731,28.0,132,0,0,0,0,0,0
576,M576,M,299.4,309.1,1514,39.2,60,0,0,0,0,0,0
577,L577,L,299.6,309.1,1512,33.3,129,0,0,0,0,0,0
578,L578,L,301.4,309.3,1596,49.9,154,0,0,0,0,0,0
579,M579,M,301.4,311.8,1505,24.8,22,0,0,0,0,0,0
580,L580,L,302.9,312.7,1954,33.7,1,0,0,0,0,0,0
581,H581,H,302.7,313.2,1526,48.3,20,0,0,0,0,0,0
582,M582,M,299.9,307.5,1425,35.4,102,0,0,0,0,0,0
583,H583,H,299.6,308.9,1281,64.4,137,0,0,0,0,0,0
584,L584,L,298.2,310.0,1632,48.9,184,0,0,0,0,0,0
585,M585,M,300.8,309.9,1718,49.9,129,0,0,0,0,0,0
586,L586,L,300.5,310.3,1655,42.4,99,0,0,0,0,0,0
587,M587,M,301.5,309.8,1836,38.1,163,0,0,0,0,0,0
588,M588,M,301.0,311.7,1595,48.0,37,0,0,0,0,0,0
589,M589,M,299.7,311.2,1767,37.2,197,0,0,0,0,0,0
590,M590,M,302.0,311.6,1408,52.5,156,0,0,0,0,0,0
591,L591,L,296.9,307.0,1226,39.5,40,0,0,0,0,0,0
592,M592,M,298.8,311.9,1702,54.7,117,1,0,0,1,0,0
593,L593,L,299.4,309.6,1438,49.4,99,0,0,0,0,0,0
594,L594,L,300.6,312.4,1346,41.5,232,1,1,0,0,0,0
595,M595,M,298.9,308.0,1523,49.9,177,0,0,0,0,0,0
596,M596,M,300.1,310.1,1651,21.6,149,0,0,0,0,0,0
597,L597,L,299.9,310.1,1402,29.2,1,0,0,0,0,0,0
598,L598,L,298.6,308.7,1485,42.5,182,0,0,0,0,0,0
599,L599,L,299.8,309.3,1816,62.4,118,1,0,0,1,0,0
600,M600,M,299.3,309.1,1426,50.2,131,0,0,0,0,0,0
601,L601,L,300.6,311.2,1245,30.1,75,0,0,0,0,0,0
602,L602,L,299.6,307.8,1490,45.6,106,0,0,0,0,0,0
603,M603,M,302.1,312.9,1247,38.7,54,0,0,0,0,0,0
604,L604,L,301.0,310.4,1351,39.8,218,1,1,0,0,0,0
605,M605,M,299.4,308.8,1289,42.6,103,0,0,0,0,0,0
606,L606,L,299.7,310.1,1564,42.5,239,0,0,0,0,0,0
607,L607,L,298.6,309.2,1386,28.4,99,0,0,0,0,0,0
608,L608,L,298.6,308.3,1287,28.9,12,0,0,0,0,0,0
609,L609,L,300.1,309.5,1470,57.6,222,1,0,0,0,1,0
610,M610,M,301.6,310.9,1256,28.1,112,0,0,0,0,0,0
611,L611,L,301.5,310.6,1646,40.7,91,0,0,0,0,0,0
612,L612,L,299.4,309.5,1103,36.2,6,0,0,0,0,0,0
613,L613,L,298.3,309.9,1763,42.8,19,0,0,0,0,0,0
614,M614,M,302.4,312.1,1558,40.2,45,0,0,0,0,0,0
615,L615,L,301.2,312.9,1286,32.6,172,0,0,0,0,0,0
616,M616,M,303.8,314.7,1202,47.2,209,0,0,0,0,0,0
617,M617,M,301.7,313.5,1608,43.1,47,0,0,0,0,0,0
618,H618,H,301.8,311.6,1520,29.0,96,0,0,0,0,0,0
619,L619,L,302.2,313.8,1637,27.2,46,0,0,0,0,0,0
620,M620,M,303.1,313.3,1743,54.5,67,1,0,0,1,0,0
621,L621,L,301.4,310.6,1691,41.7,216,0,0,0,0,0,0
622,L622,L,298.3,309.8,1547,50.7,100,0,0,0,0,0,0
623,M623,M,301.7,312.4,1658,49.8,177,0,0,0,0,0,0
624,L624,L,301.7,310.3,1509,53.9,161,0,0,0,0,0,0
625,L625,L,300.3,311.3,1533,47.9,92,0,0,0,0,0,0
626,L626,L,303.4,314.0,1252,41.6,14,0,0,0,0,0,0
627,L627,L,300.8,312.5,1938,55.3,78,1,0,0,1,0,0
628,L628,L,298.8,308.2,1487,45.7,80,0,0,0,0,0,0
629,L629,L,298.1,310.0,1769,37.8,156,0,0,0,0,0,0
630,L630,L,302.2,313.2,1483,40.7,177,0,0,0,0,0,0
631,L631,L,299.1,308.4,1636,44.2,202,1,1,0,0,0,0
632,L632,L,302.3,311.6,1760,19.0,1,1,0,0,1,0,0
633,M633,M,301.8,313.4,1275,41.9,113,0,0,0,0,0,0
634,L634,L,299.8,310.3,1553,50.0,50,0,0,0,0,0,0
635,M635,M,300.9,310.6,1584,43.6,83,0,0,0,0,0,0
636,L636,L,300.2,309.6,1404,27.0,54,0,0,0,0,0,0
637,L637,L,300.1,309.1,1540,32.3,234,1,1,0,0,0,0
638,L638,L,298.7,308.5,1464,28.5,239,0,0,0,0,0,0
639,M639,M,301.8,310.9,1632,50.1,61,0,0,0,0,0,0
640,M640,M,299.9,309.5,1236,59.3,48,0,0,0,0,0,0
641,M641,M,298.7,308.6,1843,40.8,125,0,0,0,0,0,0
642,L642,L,298.3,308.5,1523,34.5,21,0,0,0,0,0,0
643,H643,H,300.6,310.0,1485,30.6,4,0,0,0,0,0,0
644,L644,L,299.3,308.7,1583,46.6,52,0,0,0,0,0,0
645,H645,H,298.1,308.2,1360,36.6,133,0,0,0,0,0,0
646,M646,M,298.4,308.4,1328,40.1,124,0,0,0,0,0,0
647,M647,M,298.1,309.1,1422,43.4,152,0,0,0,0,0,0
648,L648,L,305.0,314.3,1443,59.6,161,1,0,0,1,0,0
649,L649,L,299.5,309.7,1554,35.5,22,0,0,0,0,0,0
650,M650,M,300.5,310.0,1334,47.4,187,0,0,0,0,0,0
651,L651,L,301.4,312.6,1716,49.4,163,0,0,0,0,0,0
652,M652,M,298.8,309.3,1422,49.7,145,0,0,0,0,0,0
653,L653,L,299.8,309.4,1549,48.5,37,0,0,0,0,0,0
654,L654,L,302.5,313.0,1550,39.4,120,0,0,0,0,0,0
655,L655,L,297.4,306.7,1666,38.6,203,1,1,0,0,0,0
656,L656,L,299.0,309.3,1552,43.0,216,1,1,0,0,0,0
657,H657,H,304.9,317.3,1718,21.2,23,0,0,0,0,0,0
658,L658,L,302.5,311.7,1586,47.6,157,0,0,0,0,0,0
659,H659,H,301.9,311.6,1422,48.8,204,0,0,0,0,0,0
660,L660,L,301.0,311.3,1518,31.8,182,0,0,0,0,0,0
661,L661,L,299.6,310.3,1459,31.6,160,0,0,0,0,0,0
662,L662,L,296.0,305.1,1795,46.5,116,0,0,0,0,0,0
663,M663,M,298.1,308.6,1272,12.2,54,1,0,0,1,0,0
664,L664,L,295.9,304.0,1821,44.5,188,0,0,0,0,0,0
665,L665,L,298.7,309.5,1572,29.9,60,0,0,0,0,0,0
666,M666,M,300.5,310.1,1459,15.0,26,1,0,0,1,0,0
667,L667,L,298.0,307.2,1538,43.1,160,0,0,0,0,0,0
668,L668,L,303.5,315.2,1269,26.7,28,0,0,0,0,0,0
669,M669,M,299.6,310.3,1412,39.5,200,0,0,0,0,0,0
670,L670,L,301.2,311.4,1646,50.8,187,0,0,0,0,0,0
671,M671,M,298.9,309.2,1688,60.4,4,1,0,0,1,0,0
672,L672,L,300.9,310.6,1445,31.1,78,0,0,0,0,0,0
673,H673,H,297.7,307.7,1477,40.3,64,0,0,0,0,0,0
674,L674,L,304.0,314.1,1676,40.2,2,0,0,0,0,0,0
675,M675,M,301.7,312.5,1605,46.1,5,0,0,0,0,0,0
676,M676,M,297.6,307.8,1674,28.8,222,1,1,0,0,0,0
677,M677,M,299.5,310.1,1460,36.8,146,0,0,0,0,0,0
678,L678,L,298.4,308.0,1581,27.7,92,0,0,0,0,0,0
679,L679,L,300.6,310.2,1514,51.2,110,0,0,0,0,0,0
680,H680,H,299.4,312.6,1756,65.1,28,1,0,0,1,0,0
681,L681,L,299.0,307.7,1578,44.6,85,0,0,0,0,0,0
682,H682,H,299.1,309.1,1322,38.3,231,0,0,0,0,0,0
683,M683,M,296.8,308.3,1326,40.6,71,0,0,0,0,0,0
684,H684,H,303.2,313.0,1645,26.2,153,0,0,0,0,0,0
685,L685,L,299.3,310.7,1578,35.3,238,0,0,0,0,0,0
686,M686,M,297.2,306.9,1511,44.2,115,0,0,0,0,0,0
687,L687,L,301.6,312.2,1643,31.8,189,0,0,0,0,0,0
688,L688,L,297.5,307.8,1402,31.0,195,0,0,0,0,0,0
689,M689,M,300.1,307.9,1444,51.9,42,0,0,0,0,0,0
690,M690,M,298.5,308.2,1385,44.0,72,0,0,0,0,0,0
691,M691,M,300.3,309.1,1204,47.7,179,0,0,0,0,0,0
692,H692,H,299.9,309.6,1600,40.9,98,0,0,0,0,0,0
693,M693,M,302.0,310.9,1659,63.5,176,1,0,0,1,0,0
694,L694,L,297.8,306.8,1915,32.7,132,0,0,0,0,0,0
695,L695,L,303.4,315.0,1563,50.0,117,0,0,0,0,0,0
696,M696,M,298.0,308.5,1711,28.4,231,0,0,0,0,0,0
697,M697,M,304.0,313.9,1484,35.6,207,1,1,0,0,0,0
698,M698,M,297.7,307.4,1250,41.6,196,0,0,0,0,0,0
699,L699,L,300.9,310.8,1654,55.4,110,1,0,0,1,0,0
700,L700,L,297.3,307.3,1785,30.6,138,0,0,0,0,0,0
701,H701,H,299.7,310.3,1722,46.0,191,0,0,0,0,0,0
702,L702,L,300.5,311.1,1382,60.0,3,0,0,0,0,0,0
703,M703,M,302.7,312.7,1519,40.3,204,1,1,0,0,0,0
704,M704,M,300.7,311.3,1525,37.9,193,0,0,0,0,0,0
705,M705,M,298.1,309.1,1535,44.8,93,0,0,0,0,0,0
706,L706,L,300.1,309.9,1819,39.0,93,0,0,0,0,0,0
707,L707,L,298.4,305.7,1523,31.2,120,0,0,0,0,0,0
708,H708,H,305.2,314.3,1648,38.7,24,0,0,0,0,0,0
709,L709,L,302.5,312.8,1535,45.0,183,0,0,0,0,0,0
710,H710,H,301.1,311.3,1625,41.8,129,0,0,0,0,0,0
711,M711,M,297.9,308.4,1672,44.9,86,0,0,0,0,0,0
712,H712,H,300.0,311.4,1524,38.4,232,1,1,0,0,0,0
713,L713,L,298.7,307.6,1356,33.6,78,0,0,0,0,0,0
714,L714,L,303.9,314.1,1447,25.3,233,1,1,0,0,0,0
715,L715,L,300.3,311.1,1770,48.6,167,1,0,0,1,0,0
716,L716,L,303.8,313.3,1743,44.7,179,0,0,0,0,0,0
717,L717,L,302.0,311.4,1568,54.4,93,0,0,0,0,0,0
718,L718,L,301.6,311.5,1260,43.6,4,0,0,0,0,0,0
719,L719,L,301.5,309.8,1879,7.1,23,1,0,0,1,0,0
720,L720,L,301.9,311.0,1387,40.5,206,0,0,0,0,0,0
721,L721,L,300.8,311.8,1554,51.0,199,0,0,0,0,0,0
722,L722,L,300.6,311.1,1419,39.2,193,0,0,0,0,0,0
723,L723,L,298.1,307.6,1287,36.6,50,0,0,0,0,0,0
724,L724,L,297.2,307.1,1738,49.9,61,1,0,0,1,0,0
725,L725,L,301.5,310.7,1624,29.8,41,0,0,0,0,0,0
726,L726,L,298.5,309.0,1295,52.4,130,0,0,0,0,0,0
727,L727,L,300.7,311.1,1624,32.4,233,0,0,0,0,0,0
728,L728,L,298.9,308.0,1676,26.0,117,0,0,0,0,0,0
729,L729,L,298.0,307.7,1438,39.1,17,0,0,0,0,0,0
730,L730,L,301.3,311.9,1772,48.3,36,0,0,0,0,0,0
731,L731,L,302.2,312.7,1504,38.4,207,1,1,0,0,0,0
732,M732,M,299.5,308.8,1354,47.1,182,0,0,0,0,0,0
733,M733,M,299.5,311.4,1483,34.9,187,0,0,0,0,0,0
734,L734,L,300.2,310.1,1657,24.1,55,0,0,0,0,0,0
735,L735,L,298.7,309.4,1676,39.5,106,0,0,0,0,0,0
736,H736,H,298.8,307.6,1322,48.7,126,0,0,0,0,0,0
737,M737,M,297.0,307.4,1452,55.1,58,0,0,0,0,0,0
738,L738,L,299.2,307.9,1750,46.6,220,0,0,0,0,0,0
739,L739,L,301.5,310.8,1616,33.8,176,0,0,0,0,0,0
740,L740,L,299.2,309.0,1733,24.1,11,0,0,0,0,0,0
741,M741,M,302.3,309.8,1247,39.8,238,1,1,1,0,0,0
742,H742,H,299.2,309.3,1490,50.5,72,0,0,0,0,0,0
743,L743,L,298.1,306.6,1269,44.1,187,1,0,1,0,0,0
744,M744,M,301.4,313.1,1420,45.6,45,0,0,0,0,0,0
745,M745,M,299.7,309.0,1570,54.3,55,0,0,0,0,0,0
746,H746,H,300.5,309.4,1652,32.7,101,0,0,0,0,0,0
747,L747,L,299.5,309.5,1514,50.4,88,0,0,0,0,0,0
748,H748,H,303.8,314.1,1652,33.2,111,0,0,0,0,0,0
749,M749,M,296.3,306.0,1638,43.5,210,1,1,0,0,0,0
750,L750,L,299.8,309.4,1632,31.4,162,0,0,0,0,0,0
751,L751,L,300.8,310.9,1426,48.8,5,0,0,0,0,0,0
752,M752,M,296.9,308.9,1449,27.1,51,0,0,0,0,0,0
753,H753,H,298.7,307.4,1291,36.3,8,0,0,0,0,0,0
754,L754,L,297.9,309.6,1337,44.7,46,0,0,0,0,0,0
755,L755,L,300.2,310.7,1225,51.6,98,0,0,0,0,0,0
756,M756,M,300.9,311.0,1469,32.4,214,1,1,0,0,0,0
757,L757,L,302.0,312.4,1544,42.9,45,0,0,0,0,0,0
758,L758,L,296.2,306.1,1699,39.2,42,0,0,0,0,0,0
759,M759,M,304.8,313.8,1533,36.8,199,0,0,0,0,0,0
760,M760,M,300.4,309.7,1496,39.1,193,0,0,0,0,0,0
761,M761,M,296.5,305.3,1875,36.6,72,0,0,0,0,0,0
762,L762,L,303.0,312.5,1549,54.7,9,0,0,0,0,0,0
763,H763,H,300.0,308.8,1658,59.8,171,1,0,0,1,0,0
764,H764,H,300.7,310.4,1441,57.8,88,0,0,0,0,0,0
765,M765,M,298.0,307.8,1636,38.8,123,0,0,0,0,0,0
766,M766,M,298.4,307.8,1694,41.4,6,0,0,0,0,0,0
767,H767,H,294.1,303.7,1400,54.5,17,0,0,0,0,0,0
768,M768,M,301.1,311.6,1545,54.8,101,0,0,0,0,0,0
769,M769,M,299.8,309.8,1621,41.1,46,0,0,0,0,0,0
770,L770,L,300.9,310.3,1791,39.8,182,0,0,0,0,0,0
